"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Puerto Rico","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","50.3",""
"Puerto Rico","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","35.4",""
"Puerto Rico","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","35.0",""
"Puerto Rico","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","36.2",""
"Puerto Rico","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","34.1",""
"Puerto Rico","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","34.2",""
"Puerto Rico","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","34.3",""
"Puerto Rico","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","34.9",""
"Puerto Rico","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","34.9",""
"Puerto Rico","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","35.8",""
"Puerto Rico","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","33.9",""
"Puerto Rico","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","32.0",""
"Puerto Rico","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","30.5",""
"Puerto Rico","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","30.8",""
"Puerto Rico","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","29.8",""
"Puerto Rico","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","26.8",""
"Puerto Rico","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","29.3",""
"Qatar","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","34.8",""
"Qatar","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","34.4",""
"Qatar","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","33.9",""
"Qatar","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","34.1",""
"Qatar","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","33.1",""
"Qatar","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","32.3",""
"Qatar","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","31.7",""
"Qatar","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","31.8",""
"Qatar","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","31.9",""
"Qatar","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","31.9",""
"Qatar","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","31.9",""
"Qatar","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","31.7",""
"Qatar","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","31.2",""
"Qatar","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","30.6",""
"Qatar","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","29.9",""
"Qatar","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","29.1",""
"Qatar","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","5.0",""
"Qatar","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","5.0",""
"Qatar","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","4.9",""
"Qatar","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","5.1",""
"Qatar","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","4.9",""
"Qatar","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","4.8",""
"Qatar","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","4.8",""
"Qatar","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","4.8",""
"Qatar","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","4.7",""
"Qatar","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","4.6",""
"Qatar","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","4.9",""
"Qatar","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","5.0",""
"Qatar","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","5.2",""
"Qatar","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","5.4",""
"Qatar","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","5.6",""
"Qatar","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","5.8",""
"Qatar","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","85.3",""
"Qatar","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","85.5",""
"Qatar","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","85.4",""
"Qatar","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","85.8",""
"Qatar","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","85.5",""
"Qatar","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","85.2",""
"Qatar","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","85.6",""
"Qatar","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","85.6",""
"Qatar","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","85.6",""
"Qatar","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","85.7",""
"Qatar","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","86.5",""
"Qatar","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","87.1",""
"Qatar","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","87.8",""
"Qatar","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","88.4",""
"Qatar","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","88.9",""
"Qatar","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","89.4",""
"Qatar","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Qatar","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Qatar","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Qatar","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Qatar","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","44.5",""
"Qatar","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","42.7",""
"Qatar","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","42.6",""
"Qatar","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","43.2",""
"Qatar","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","45.1",""
"Qatar","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","47.5",""
"Qatar","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","51.1",""
"Qatar","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","53.5",""
"Qatar","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","55.1",""
"Qatar","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","55.8",""
"Qatar","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","55.7",""
"Qatar","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","55.8",""
"Republic of Moldova","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","49.9",""
"Republic of Moldova","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","50.3",""
"Republic of Moldova","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","50.4",""
"Republic of Moldova","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","50.8",""
"Republic of Moldova","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","51.6",""
"Republic of Moldova","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","51.4",""
"Republic of Moldova","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","51.0",""
"Republic of Moldova","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","50.0",""
"Republic of Moldova","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","50.7",""
"Republic of Moldova","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","51.6",""
"Republic of Moldova","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","51.4",""
"Republic of Moldova","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","51.5",""
"Republic of Moldova","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","51.7",""
"Republic of Moldova","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","52.8",""
"Republic of Moldova","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","52.9",""
"Republic of Moldova","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","53.5",""
"Republic of Moldova","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","34.8",""
"Republic of Moldova","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","34.4",""
"Republic of Moldova","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","34.3",""
"Republic of Moldova","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","34.8",""
"Republic of Moldova","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","36.2",""
"Republic of Moldova","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","34.6",""
"Republic of Moldova","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","33.3",""
"Republic of Moldova","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","31.6",""
"Republic of Moldova","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","32.5",""
"Republic of Moldova","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","34.2",""
"Republic of Moldova","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","33.7",""
"Republic of Moldova","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","34.1",""
"Republic of Moldova","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","34.2",""
"Republic of Moldova","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","36.1",""
"Republic of Moldova","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","35.9",""
"Republic of Moldova","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","36.4",""
"Republic of Moldova","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","61.9",""
"Republic of Moldova","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","62.0",""
"Republic of Moldova","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","61.0",""
"Republic of Moldova","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","61.5",""
"Republic of Moldova","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","62.5",""
"Republic of Moldova","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","62.0",""
"Republic of Moldova","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","61.1",""
"Republic of Moldova","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","59.4",""
"Republic of Moldova","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","60.3",""
"Republic of Moldova","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","61.8",""
"Republic of Moldova","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","61.5",""
"Republic of Moldova","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","61.5",""
"Republic of Moldova","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","61.7",""
"Republic of Moldova","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","62.6",""
"Republic of Moldova","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","62.6",""
"Republic of Moldova","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","62.5",""
"Republic of Moldova","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","36.3",""
"Republic of Moldova","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","36.2",""
"Republic of Moldova","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","34.7",""
"Republic of Moldova","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","35.9",""
"Republic of Moldova","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","36.0",""
"Republic of Moldova","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","35.1",""
"Republic of Moldova","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","33.7",""
"Republic of Moldova","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","31.6",""
"Republic of Moldova","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","32.5",""
"Republic of Moldova","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","34.4",""
"Republic of Moldova","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","33.9",""
"Republic of Moldova","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","34.1",""
"Republic of Moldova","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","34.2",""
"Republic of Moldova","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","35.8",""
"Republic of Moldova","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","35.5",""
"Republic of Moldova","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","35.4",""
"Romania","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Romania","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Romania","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","47.1",""
"Romania","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","46.3",""
"Romania","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","46.9",""
"Romania","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","52.3",""
"Romania","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","52.9",""
"Romania","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","52.8",""
"Romania","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","52.9",""
"Romania","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","54.0",""
"Romania","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","53.2",""
"Romania","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","55.2",""
"Romania","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","54.3",""
"Romania","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","53.1",""
"Romania","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","51.9",""
"Romania","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","50.7",""
"Romania","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","20.9",""
"Romania","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","21.4",""
"Romania","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","22.3",""
"Romania","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","23.2",""
"Romania","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","26.5",""
"Romania","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","30.5",""
"Romania","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","31.6",""
"Romania","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","31.8",""
"Romania","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","31.9",""
"Romania","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","33.4",""
"Romania","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","33.0",""
"Romania","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","35.7",""
"Romania","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","38.2",""
"Romania","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","40.3",""
"Romania","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","41.2",""
"Romania","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","41.9",""
"Romania","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","56.9",""
"Romania","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","57.8",""
"Romania","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","57.9",""
"Romania","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","59.3",""
"Romania","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","59.3",""
"Romania","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","64.4",""
"Romania","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","65.3",""
"Romania","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","66.1",""
"Romania","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","67.0",""
"Romania","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","68.4",""
"Romania","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","68.2",""
"Romania","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","68.8",""
"Romania","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","67.1",""
"Romania","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","66.6",""
"Romania","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","66.4",""
"Romania","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","66.2",""
"Romania","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","23.5",""
"Romania","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","25.3",""
"Romania","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","26.7",""
"Romania","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","32.9",""
"Romania","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","35.3",""
"Romania","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","39.5",""
"Romania","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","40.8",""
"Romania","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","42.2",""
"Romania","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","43.5",""
"Romania","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","45.4",""
"Romania","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","46.3",""
"Romania","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","48.6",""
"Romania","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","48.4",""
"Romania","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","49.7",""
"Romania","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","51.0",""
"Romania","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","52.1",""
"Russian Federation","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","50.8",""
"Russian Federation","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","50.4",""
"Russian Federation","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","50.1",""
"Russian Federation","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","49.8",""
"Russian Federation","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","50.3",""
"Russian Federation","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","49.3",""
"Russian Federation","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","48.1",""
"Russian Federation","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","45.4",""
"Russian Federation","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","45.8",""
"Russian Federation","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","46.8",""
"Russian Federation","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","48.1",""
"Russian Federation","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","48.9",""
"Russian Federation","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","51.0",""
"Russian Federation","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","53.4",""
"Russian Federation","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","55.2",""
"Russian Federation","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","52.3",""
"Russian Federation","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","29.3",""
"Russian Federation","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","28.8",""
"Russian Federation","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","28.6",""
"Russian Federation","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","27.7",""
"Russian Federation","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","29.5",""
"Russian Federation","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","29.1",""
"Russian Federation","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","28.3",""
"Russian Federation","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","26.9",""
"Russian Federation","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","27.4",""
"Russian Federation","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","29.4",""
"Russian Federation","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","31.9",""
"Russian Federation","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","34.2",""
"Russian Federation","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","34.5",""
"Russian Federation","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","35.8",""
"Russian Federation","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","35.3",""
"Russian Federation","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","34.5",""
"Russian Federation","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","62.9",""
"Russian Federation","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","62.4",""
"Russian Federation","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","62.2",""
"Russian Federation","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","62.1",""
"Russian Federation","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","61.9",""
"Russian Federation","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","61.5",""
"Russian Federation","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","60.6",""
"Russian Federation","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","57.8",""
"Russian Federation","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","58.4",""
"Russian Federation","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","60.1",""
"Russian Federation","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","62.1",""
"Russian Federation","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","63.4",""
"Russian Federation","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","65.3",""
"Russian Federation","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","67.5",""
"Russian Federation","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","68.4",""
"Russian Federation","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","65.6",""
"Russian Federation","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","36.3",""
"Russian Federation","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","35.6",""
"Russian Federation","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","35.1",""
"Russian Federation","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","33.6",""
"Russian Federation","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","35.3",""
"Russian Federation","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","35.9",""
"Russian Federation","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","36.1",""
"Russian Federation","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","35.4",""
"Russian Federation","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","33.9",""
"Russian Federation","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","34.7",""
"Russian Federation","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","35.9",""
"Russian Federation","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","39.3",""
"Russian Federation","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","37.8",""
"Russian Federation","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","37.5",""
"Russian Federation","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","35.2",""
"Russian Federation","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","36.9",""
"Rwanda","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","72.1",""
"Rwanda","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","72.3",""
"Rwanda","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","72.5",""
"Rwanda","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","72.9",""
"Rwanda","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","74.2",""
"Rwanda","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","74.9",""
"Rwanda","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","75.7",""
"Rwanda","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","76.4",""
"Rwanda","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","77.3",""
"Rwanda","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","78.3",""
"Rwanda","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","78.6",""
"Rwanda","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","80.6",""
"Rwanda","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","75.4",""
"Rwanda","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","78.1",""
"Rwanda","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","78.8",""
"Rwanda","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","78.1",""
"Rwanda","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","56.9",""
"Rwanda","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","57.4",""
"Rwanda","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","57.8",""
"Rwanda","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","58.4",""
"Rwanda","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","60.4",""
"Rwanda","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","61.2",""
"Rwanda","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","62.3",""
"Rwanda","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","63.4",""
"Rwanda","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","64.6",""
